Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Qualification 1,Qualification 2,Semifinal,Final,Points,Category
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Anouck,JAUBERT,FRA,72.0,29,10+26.,,"16 28.,16 28.,16 28.,16 28.,16 28.,16 28.,16 28.,16 28.",,,28.0,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Iqamah,NURUL,INA,44.0,30,9+32.,,"18 25.,18 25.,18 25.,18 25.,18 25.,18 25.,18 25.,18 25.",,,28.79,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Aries,SUSANTI RAHAYU,INA,71.0,31,10+26.,,"14 31.,14 31.,14 31.,14 31.,14 31.,14 31.,14 31.,14 31.",,,29.7,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Rajiah,SALLSABILLAH,INA,50.0,32,10+26.,,"13+33.,13+33.,13+33.,13+33.,13+33.,13+33.,13+33.,13+33.",,,30.4,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Sari,AGUSTINA,INA,77.0,33,9+32.,,"14 31.,14 31.,14 31.,14 31.,14 31.,14 31.,14 31.,14 31.",,,32.0,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Mulyani,MUDJI,INA,53.0,34,2+34.,,"13 34.,13 34.,13 34.,13 34.,13 34.,13 34.,13 34.,13 34.",,,34.0,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Anna,BROZEK,POL,75.0,35,1+35.,,"2 35.,2 35.,2 35.,2 35.,2 35.,2 35.,2 35.,2 35.",,,35.0,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Romain,DESGRANGES,FRA,14.0,1,37+2.,,"32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.",35+,,4.58,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Jakob,SCHUBERT,AUT,19.0,2,39+1.,,"Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.",32+,,1.58,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Hyunbin,MIN,KOR,22.0,3,33+7.,,"Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.",32,,5.12,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Hidemasa,NISHIDA,JPN,25.0,4,27+20.,,"24+22.,24+22.,24+22.,24+22.,24+22.,24+22.,24+22.,24+22.",31+,,22.25,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Stefano,GHISOLFI,ITA,30.0,5,36+3.,,"33 5.,33 5.,33 5.,33 5.,33 5.,33 5.,33 5.,33 5.",28+,,4.06,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Francesco,VETTORATA,ITA,10.0,6,28 19.,,"32 15.,32 15.,32 15.,32 15.,32 15.,32 15.,32 15.,32 15.",28+,,17.44,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Fedir,SAMOILOV,UKR,7.0,7,27+20.,,"32 15.,32 15.,32 15.,32 15.,32 15.,32 15.,32 15.,32 15.",28,,18.76,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Taisei,HOMMA,JPN,38.0,8,35+4.,,"32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.",26+,,6.48,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Marcello,BOMBARDI,ITA,36.0,9,33+7.,,"32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.",26+,,10.5,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Masahiro,HIGUCHI,JPN,15.0,10,33+7.,,"32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.",26,,10.5,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Hiroto,SHIMIZU,JPN,32.0,11,27+20.,,"Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.",25+,,7.42,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Nicolas,COLLIN,BEL,6.0,12,33+7.,,"32 15.,32 15.,32 15.,32 15.,32 15.,32 15.,32 15.,32 15.",25+,,12.96,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,HaiBin,QU,CHN,17.0,12,32+16.,,"32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.",25+,,12.96,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Minoru,NAKANO,JPN,26.0,14,33+7.,,"31+18.,31+18.,31+18.,31+18.,31+18.,31+18.,31+18.,31+18.",25+,,13.75,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Taito,NAKAGAMI,JPN,3.0,15,33 15.,,"30+19.,30+19.,30+19.,30+19.,30+19.,30+19.,30+19.,30+19.",25+,,16.88,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Max,RUDIGIER,AUT,11.0,16,29 18.,,"Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.",25,,6.71,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Sascha,LEHMANN,SUI,18.0,17,33+7.,,"33 5.,33 5.,33 5.,33 5.,33 5.,33 5.,33 5.,33 5.",25,,7.6,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Georg,PARMA,AUT,4.0,18,27+20.,,"30 20.,30 20.,30 20.,30 20.,30 20.,30 20.,30 20.,30 20.",25,,20.98,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Domen,SKOFIC,SLO,33.0,19,34+5.,,"32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.",21+,,7.6,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Yuki,HADA,JPN,37.0,20,33+7.,,"32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.",19+,,10.5,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Elan,JONASMCRAE,CAN,31.0,21,33+7.,,"24+22.,24+22.,24+22.,24+22.,24+22.,24+22.,24+22.,24+22.",19+,,15.37,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Martin,KUHNEL,USA,28.0,22,27+20.,,"20 24.,20 24.,20 24.,20 24.,20 24.,20 24.,20 24.,20 24.",19+,,22.98,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Loïc,TIMMERMANS,BEL,35.0,23,34+5.,,"32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.,32+7.",18+,,7.6,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Yoshiyuki,OGATA,JPN,8.0,24,32 17.,,"26 21.,26 21.,26 21.,26 21.,26 21.,26 21.,26 21.,26 21.",18,,18.89,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Wan Jae,JO,KOR,9.0,25,18+26.,,"13+25.,13+25.,13+25.,13+25.,13+25.,13+25.,13+25.,13+25.",9+,,26.5,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Alfian,MUHAMMAD,INA,12.0,26,18+26.,,"13+25.,13+25.,13+25.,13+25.,13+25.,13+25.,13+25.,13+25.",9,,26.5,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,John,BROSLER,USA,27.0,27,23+25.,,"13 28.,13 28.,13 28.,13 28.,13 28.,13 28.,13 28.,13 28.",7,,26.46,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Aidan,DOYLE,CAN,5.0,28,17+29.,,"13+25.,13+25.,13+25.,13+25.,13+25.,13+25.,13+25.,13+25.",,,27.46,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Pangeran,SEPTO WIBOWO SIBURIAN,INA,20.0,29,18+26.,,"12+29.,12+29.,12+29.,12+29.,12+29.,12+29.,12+29.,12+29.",,,27.98,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Aspar,JAELOLO,INA,24.0,30,15+30.,,"8+32.,8+32.,8+32.,8+32.,8+32.,8+32.,8+32.,8+32.",,,30.98,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Sabri,SABRI,INA,34.0,31,15 31.,,"10 31.,10 31.,10 31.,10 31.,10 31.,10 31.,10 31.,10 31.",,,31.0,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Brandon,BARRACLOUGH,CAN,16.0,32,9+34.,,"11+30.,11+30.,11+30.,11+30.,11+30.,11+30.,11+30.,11+30.",,,31.94,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Marcin,DZIENSKI,POL,2.0,33,10+32.,,"5 34.,5 34.,5 34.,5 34.,5 34.,5 34.,5 34.,5 34.",,,32.98,lead
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018 ",20  - 21 October 2018,Veddriq,LEONARDO,INA,23.0,34,10 33.,,"5+33.,5+33.,5+33.,5+33.,5+33.,5+33.,5+33.,5+33.",,,33.0,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Jain,KIM,KOR,37.0,1,Top1.,,"43+3.,43+3.,43+3.,43+3.,43+3.,43+3.,43+3.,43+3.",Top,41,1.87,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Janja,GARNBRET,SLO,41.0,2,43+4.,,"Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.",40,34+,2.0,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Hannah,SCHUBERT,AUT,6.0,3,44+2.,,"45+2.,45+2.,45+2.,45+2.,45+2.,45+2.,45+2.,45+2.",38+,34+,2.24,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Jessica,PILZ,AUT,3.0,4,44+2.,,"43+3.,43+3.,43+3.,43+3.,43+3.,43+3.,43+3.,43+3.",40+,30,2.96,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Katharina,POSCH,AUT,4.0,5,31+10.,,"33.5+11.,33.5+11.,33.5+11.,33.5+11.,33.5+11.,33.5+11.,33.5+11.,33.5+11.",32,27+,12.63,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Natsumi,HIRANO,JPN,31.0,6,31+10.,,"39 6.,39 6.,39 6.,39 6.,39 6.,39 6.,39 6.,39 6.",34+,13+,9.33,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Katherine,CHOONG,SUI,52.0,7,31+10.,,"35+7.,35+7.,35+7.,35+7.,35+7.,35+7.,35+7.,35+7.",34,13+,10.77,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Mina,MARKOVIC,SLO,46.0,8,31+10.,,"39+5.,39+5.,39+5.,39+5.,39+5.,39+5.,39+5.,39+5.",32,13+,8.51,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Mei,KOTAKE,JPN,34.0,9,31+10.,,"32 16.,32 16.,32 16.,32 16.,32 16.,32 16.,32 16.,32 16.",31+,,15.7,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Mia,KRAMPL,SLO,44.0,10,33+6.,,"35+7.,35+7.,35+7.,35+7.,35+7.,35+7.,35+7.,35+7.",30+,,7.21,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Manon,HILY,FRA,21.0,11,31+10.,,"31+19.,31+19.,31+19.,31+19.,31+19.,31+19.,31+19.,31+19.",30+,,16.6,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Tjasa,KALAN,SLO,43.0,12,31+10.,,"33+12.,33+12.,33+12.,33+12.,33+12.,33+12.,33+12.,33+12.",29+,,13.46,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Julia,FISER,AUT,2.0,13,28+21.,,"33+12.,33+12.,33+12.,33+12.,33+12.,33+12.,33+12.,33+12.",28+,,16.96,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Lana,SKUSEK,SLO,49.0,14,21+36.,,"32 16.,32 16.,32 16.,32 16.,32 16.,32 16.,32 16.,32 16.",28+,,24.91,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Heloïse,DOUMONT,BEL,8.0,15,31+10.,,"29+23.,29+23.,29+23.,29+23.,29+23.,29+23.,29+23.,29+23.",28,,18.65,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Molly,THOMPSON-SMITH,GBR,25.0,16,34+5.,,"29 26.,29 26.,29 26.,29 26.,29 26.,29 26.,29 26.,29 26.",26+,,11.83,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Hélène,JANICOT,FRA,22.0,17,28+21.,,"32+14.,32+14.,32+14.,32+14.,32+14.,32+14.,32+14.,32+14.",26,,18.26,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Anne-Sophie,KOLLER,SUI,54.0,18,28+21.,,"35+7.,35+7.,35+7.,35+7.,35+7.,35+7.,35+7.,35+7.",25+,,13.56,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Katja,KADIC,SLO,42.0,19,30 20.,,"29+23.,29+23.,29+23.,29+23.,29+23.,29+23.,29+23.,29+23.",25+,,21.91,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Vita,LUKAN,SLO,45.0,20,33+6.,,"35 10.,35 10.,35 10.,35 10.,35 10.,35 10.,35 10.,35 10.",25,,8.06,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Miho,NONAKA,JPN,35.0,21,31+10.,,"32+14.,32+14.,32+14.,32+14.,32+14.,32+14.,32+14.,32+14.",24+,,14.5,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Iva,VEJMOLOVA,CZE,16.0,22,31+10.,,"29+23.,29+23.,29+23.,29+23.,29+23.,29+23.,29+23.,29+23.",24,,18.65,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Ievgeniia,KAZBEKOVA,UKR,56.0,23,28+21.,,"32 16.,32 16.,32 16.,32 16.,32 16.,32 16.,32 16.,32 16.",19,,19.77,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Lucka,RAKOVEC,SLO,47.0,24,32+8.,,"25 35.,25 35.,25 35.,25 35.,25 35.,25 35.,25 35.,25 35.",18+,,17.49,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Maëlys,AGRAPART,FRA,17.0,25,26+27.,,"31 20.,31 20.,31 20.,31 20.,31 20.,31 20.,31 20.,31 20.",16+,,24.29,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Christine,SCHRANZ,AUT,5.0,26,32+8.,,"27 32.,27 32.,27 32.,27 32.,27 32.,27 32.,27 32.,27 32.",11+,,16.62,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Vanda,MICHALKOVA,SVK,55.0,27,26+27.,,"30+21.,30+21.,30+21.,30+21.,30+21.,30+21.,30+21.,30+21.",,,25.18,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Aya,ONOE,JPN,36.0,27,26+27.,,"30+21.,30+21.,30+21.,30+21.,30+21.,30+21.,30+21.,30+21.",,,25.18,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Michelle,HULLIGER,SUI,53.0,29,28+21.,,"26+34.,26+34.,26+34.,26+34.,26+34.,26+34.,26+34.,26+34.",,,27.96,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Tjasa,SLEMENSEK,SLO,50.0,30,27 26.,,"27 32.,27 32.,27 32.,27 32.,27 32.,27 32.,27 32.,27 32.",,,29.07,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Eliska,ADAMOVSKA,CZE,12.0,31,24+33.,,"29 26.,29 26.,29 26.,29 26.,29 26.,29 26.,29 26.,29 26.",,,30.85,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Tina Johnsen,HAFSAAS,NOR,39.0,31,24+33.,,"29 26.,29 26.,29 26.,29 26.,29 26.,29 26.,29 26.,29 26.",,,30.85,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Yuki,HIROSHIGE,JPN,32.0,33,24+33.,,"28 31.,28 31.,28 31.,28 31.,28 31.,28 31.,28 31.,28 31.",,,32.47,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Urska,REPUSIC,SLO,48.0,34,26+27.,,"25 35.,25 35.,25 35.,25 35.,25 35.,25 35.,25 35.,25 35.",,,32.59,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Nikki,VAN BERGEN,NED,38.0,34,26+27.,,"25 35.,25 35.,25 35.,25 35.,25 35.,25 35.,25 35.,25 35.",,,32.59,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Chloe,CAULIER,BEL,7.0,36,20 38.,,"29 26.,29 26.,29 26.,29 26.,29 26.,29 26.,29 26.,29 26.",,,32.62,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Joanna,NEAME,GBR,24.0,37,26+27.,,"23 38.,23 38.,23 38.,23 38.,23 38.,23 38.,23 38.,23 38.",,,33.48,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Silvia,CASSOL,ITA,30.0,38,19+39.,,"29 26.,29 26.,29 26.,29 26.,29 26.,29 26.,29 26.,29 26.",,,34.09,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Lenka,SLEZAKOVA,CZE,14.0,39,21+36.,,"22 39.,22 39.,22 39.,22 39.,22 39.,22 39.,22 39.,22 39.",,,37.97,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Eliska,NOVOTNA,CZE,13.0,40,19+39.,,"22 39.,22 39.,22 39.,22 39.,22 39.,22 39.,22 39.,22 39.",,,40.49,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Rebecca,FRANGOS,CAN,10.0,41,19+39.,,"19+41.,19+41.,19+41.,19+41.,19+41.,19+41.,19+41.,19+41.",,,41.75,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Mariia,MUSIENKO,RUS,40.0,41,19+39.,,"19+41.,19+41.,19+41.,19+41.,19+41.,19+41.,19+41.,19+41.",,,41.75,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Emma,PALMER,USA,57.0,41,19+39.,,"19+41.,19+41.,19+41.,19+41.,19+41.,19+41.,19+41.,19+41.",,,41.75,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Leonie,LOCHNER,GER,26.0,44,19+39.,,"18+44.,18+44.,18+44.,18+44.,18+44.,18+44.,18+44.,18+44.",,,42.73,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Sabina,VEČEŘOVÁ,CZE,15.0,45,17 45.,,"17 45.,17 45.,17 45.,17 45.,17 45.,17 45.,17 45.,17 45.",,,45.0,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Antonia,VALENZUELA,CHI,11.0,46,14+46.,,"12+46.,12+46.,12+46.,12+46.,12+46.,12+46.,12+46.,12+46.",,,46.0,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Lucinda Ann,STIRLING,AUS,1.0,47,13+47.,,"6 47.,6 47.,6 47.,6 47.,6 47.,6 47.,6 47.,6 47.",,,47.0,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Stefano,GHISOLFI,ITA,97.0,1,,"35+5.,35+5.,35+5.,35+5.,35+5.,35+5.,35+5.,35+5.","35.5 5.,35.5 5.,35.5 5.,35.5 5.,35.5 5.,35.5 5.,35.5 5.,35.5 5.",36+,Top,5.48,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Jakob,SCHUBERT,AUT,64.0,2,,"35+5.,35+5.,35+5.,35+5.,35+5.,35+5.,35+5.,35+5.","35.5+3.,35.5+3.,35.5+3.,35.5+3.,35.5+3.,35.5+3.,35.5+3.,35.5+3.",37+,49+,4.58,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Masahiro,HIGUCHI,JPN,102.0,3,,"31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.","32 20.,32 20.,32 20.,32 20.,32 20.,32 20.,32 20.,32 20.",35+,43+,18.04,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Marcello,BOMBARDI,ITA,96.0,4,,"30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.","34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.",30+,43+,15.33,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Sean,MCCOLL,CAN,69.0,5,,"32+8.,32+8.,32+8.,32+8.,32+8.,32+8.,32+8.,32+8.","34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.",36+,40+,9.75,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Francesco,VETTORATA,ITA,98.0,6,,"31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.","33+15.,33+15.,33+15.,33+15.,33+15.,33+15.,33+15.,33+15.",36,36,15.25,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Yuki,HADA,JPN,100.0,7,,"32+8.,32+8.,32+8.,32+8.,32+8.,32+8.,32+8.,32+8.","34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.",34+,28+,9.75,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Kokoro,FUJII,JPN,99.0,8,,"31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.","31 24.,31 24.,31 24.,31 24.,31 24.,31 24.,31 24.,31 24.",32,28,19.29,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,William,BOSI,GBR,83.0,9,,"31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.","34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.",29+,,12.45,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Kai,HARADA,JPN,101.0,10,,"31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.","32 20.,32 20.,32 20.,32 20.,32 20.,32 20.,32 20.,32 20.",29+,,18.04,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Fedir,SAMOILOV,UKR,125.0,11,,"31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.","32 20.,32 20.,32 20.,32 20.,32 20.,32 20.,32 20.,32 20.",28+,,18.04,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Domen,SKOFIC,SLO,119.0,12,,"Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.","38+1.,38+1.,38+1.,38+1.,38+1.,38+1.,38+1.,38+1.",27+,,1.22,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Taisei,HOMMA,JPN,103.0,13,,"30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.","32+16.,32+16.,32+16.,32+16.,32+16.,32+16.,32+16.,32+16.",27+,,20.28,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Yoshiyuki,OGATA,JPN,107.0,14,,"28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.","32+16.,32+16.,32+16.,32+16.,32+16.,32+16.,32+16.,32+16.",27+,,23.66,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Minoru,NAKANO,JPN,105.0,15,,"32+8.,32+8.,32+8.,32+8.,32+8.,32+8.,32+8.,32+8.","30 27.,30 27.,30 27.,30 27.,30 27.,30 27.,30 27.,30 27.",26+,,16.16,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,James,POPE,GBR,86.0,16,,"28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.","34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.",26+,,17.89,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,David,FIRNENBURG,GER,87.0,17,,"28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.","32+16.,32+16.,32+16.,32+16.,32+16.,32+16.,32+16.,32+16.",25+,,23.66,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Jakub,KONECNY,CZE,74.0,18,,"Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.,Top1.","34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.",14,,3.87,lead
